stock,5,10,15,20
002866.SZ,002866.SZ,002866.SZ,002866.SZ,002866.SZ
002867.SZ,002867.SZ,002867.SZ,002867.SZ,002867.SZ
002868.SZ,002868.SZ,002868.SZ,002868.SZ,002868.SZ
002869.SZ,002869.SZ,002869.SZ,002869.SZ,002869.SZ
002870.SZ,002870.SZ,002870.SZ,002870.SZ,002870.SZ
002871.SZ,002871.SZ,002871.SZ,002871.SZ,002871.SZ
002872.SZ,002872.SZ,002872.SZ,002872.SZ,002872.SZ
002873.SZ,002873.SZ,002873.SZ,002873.SZ,002873.SZ
002875.SZ,002875.SZ,002875.SZ,002875.SZ,002875.SZ
002876.SZ,002876.SZ,002876.SZ,002876.SZ,002876.SZ
002877.SZ,002877.SZ,002877.SZ,002877.SZ,002877.SZ
002878.SZ,002878.SZ,002878.SZ,002878.SZ,002878.SZ
002879.SZ,002879.SZ,002879.SZ,002879.SZ,002879.SZ
002880.SZ,002880.SZ,002880.SZ,002880.SZ,002880.SZ
002881.SZ,002881.SZ,002881.SZ,002881.SZ,002881.SZ
002882.SZ,002882.SZ,002882.SZ,002882.SZ,002882.SZ
002883.SZ,002883.SZ,002883.SZ,002883.SZ,002883.SZ
002884.SZ,002884.SZ,002884.SZ,002884.SZ,002884.SZ
002885.SZ,002885.SZ,002885.SZ,002885.SZ,002885.SZ
002886.SZ,002886.SZ,002886.SZ,002886.SZ,002886.SZ
002887.SZ,002887.SZ,002887.SZ,002887.SZ,002887.SZ
002888.SZ,002888.SZ,002888.SZ,002888.SZ,002888.SZ
002889.SZ,002889.SZ,002889.SZ,002889.SZ,002889.SZ
002890.SZ,002890.SZ,002890.SZ,002890.SZ,002890.SZ
002891.SZ,002891.SZ,002891.SZ,002891.SZ,002891.SZ
002892.SZ,002892.SZ,002892.SZ,002892.SZ,002892.SZ
002893.SZ,002893.SZ,002893.SZ,002893.SZ,002893.SZ
002895.SZ,002895.SZ,002895.SZ,002895.SZ,002895.SZ
002896.SZ,002896.SZ,002896.SZ,002896.SZ,002896.SZ
002897.SZ,002897.SZ,002897.SZ,002897.SZ,002897.SZ
002898.SZ,002898.SZ,002898.SZ,002898.SZ,002898.SZ
002899.SZ,002899.SZ,002899.SZ,002899.SZ,002899.SZ
002900.SZ,002900.SZ,002900.SZ,002900.SZ,002900.SZ
002901.SZ,002901.SZ,002901.SZ,002901.SZ,002901.SZ
002902.SZ,002902.SZ,002902.SZ,002902.SZ,002902.SZ
002903.SZ,002903.SZ,002903.SZ,002903.SZ,002903.SZ
002905.SZ,002905.SZ,002905.SZ,002905.SZ,002905.SZ
002906.SZ,002906.SZ,002906.SZ,002906.SZ,002906.SZ
002907.SZ,002907.SZ,002907.SZ,002907.SZ,002907.SZ
002908.SZ,002908.SZ,002908.SZ,002908.SZ,002908.SZ
002909.SZ,002909.SZ,002909.SZ,002909.SZ,002909.SZ
002910.SZ,002910.SZ,002910.SZ,002910.SZ,002910.SZ
002911.SZ,002911.SZ,002911.SZ,002911.SZ,002911.SZ
002912.SZ,002912.SZ,002912.SZ,002912.SZ,002912.SZ
002913.SZ,002913.SZ,002913.SZ,002913.SZ,002913.SZ
002915.SZ,002915.SZ,002915.SZ,002915.SZ,002915.SZ
002916.SZ,002916.SZ,002916.SZ,002916.SZ,002916.SZ
002917.SZ,002917.SZ,002917.SZ,002917.SZ,002917.SZ
002918.SZ,002918.SZ,002918.SZ,002918.SZ,002918.SZ
002919.SZ,002919.SZ,002919.SZ,002919.SZ,002919.SZ
002920.SZ,002920.SZ,002920.SZ,002920.SZ,002920.SZ
002921.SZ,002921.SZ,002921.SZ,002921.SZ,002921.SZ
002922.SZ,002922.SZ,002922.SZ,002922.SZ,002922.SZ
002923.SZ,002923.SZ,002923.SZ,002923.SZ,002923.SZ
002925.SZ,002925.SZ,002925.SZ,002925.SZ,002925.SZ
002926.SZ,002926.SZ,002926.SZ,002926.SZ,002926.SZ
002927.SZ,002927.SZ,002927.SZ,002927.SZ,002927.SZ
002928.SZ,002928.SZ,002928.SZ,002928.SZ,002928.SZ
002929.SZ,002929.SZ,002929.SZ,002929.SZ,002929.SZ
002930.SZ,002930.SZ,002930.SZ,002930.SZ,002930.SZ
002931.SZ,002931.SZ,002931.SZ,002931.SZ,002931.SZ
002932.SZ,002932.SZ,002932.SZ,002932.SZ,002932.SZ
002933.SZ,002933.SZ,002933.SZ,002933.SZ,002933.SZ
002935.SZ,002935.SZ,002935.SZ,002935.SZ,002935.SZ
002936.SZ,002936.SZ,002936.SZ,002936.SZ,002936.SZ
002937.SZ,002937.SZ,002937.SZ,002937.SZ,002937.SZ
002938.SZ,002938.SZ,002938.SZ,002938.SZ,002938.SZ
002939.SZ,002939.SZ,002939.SZ,002939.SZ,002939.SZ
002940.SZ,002940.SZ,002940.SZ,002940.SZ,002940.SZ
002941.SZ,002941.SZ,002941.SZ,002941.SZ,002941.SZ
002942.SZ,002942.SZ,002942.SZ,002942.SZ,002942.SZ
002943.SZ,002943.SZ,002943.SZ,002943.SZ,002943.SZ
300001.SZ,002243.SZ,002243.SZ,002243.SZ,002243.SZ
300002.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300003.SZ,002382.SZ,603883.SH,603883.SH,603883.SH
300004.SZ,000506.SZ,000971.SZ,000971.SZ,000971.SZ
300005.SZ,300005.SZ,300005.SZ,300005.SZ,300005.SZ
300006.SZ,600664.SH,600680.SH,601010.SH,600680.SH
300007.SZ,600685.SH,600685.SH,600685.SH,002367.SZ
300008.SZ,002354.SZ,600666.SH,600666.SH,300403.SZ
300009.SZ,002622.SZ,002622.SZ,002622.SZ,002622.SZ
300010.SZ,600052.SH,600880.SH,603887.SH,603887.SH
300011.SZ,600666.SH,600666.SH,002143.SZ,002143.SZ
300012.SZ,300498.SZ,300498.SZ,300498.SZ,300498.SZ
300013.SZ,600020.SH,601211.SH,601211.SH,601211.SH
300014.SZ,300322.SZ,300322.SZ,300322.SZ,300322.SZ
300015.SZ,002049.SZ,600588.SH,600588.SH,600588.SH
300016.SZ,002263.SZ,002263.SZ,000523.SZ,000523.SZ
300017.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300018.SZ,300381.SZ,600662.SH,600662.SH,300169.SZ
300019.SZ,002312.SZ,002312.SZ,002270.SZ,002270.SZ
300020.SZ,000523.SZ,000523.SZ,300281.SZ,600870.SH
300021.SZ,600666.SH,600666.SH,600666.SH,603588.SH
300022.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300023.SZ,603887.SH,603887.SH,002755.SZ,002755.SZ
300024.SZ,601216.SH,601216.SH,600707.SH,600531.SH
300025.SZ,002331.SZ,600053.SH,600053.SH,002250.SZ
300026.SZ,000564.SZ,000564.SZ,002357.SZ,002357.SZ
300027.SZ,002716.SZ,002716.SZ,002716.SZ,002716.SZ
300028.SZ,300028.SZ,300028.SZ,300028.SZ,300028.SZ
300029.SZ,600561.SH,000428.SZ,000428.SZ,000428.SZ
300030.SZ,002325.SZ,002325.SZ,002325.SZ,002739.SZ
300031.SZ,300049.SZ,000616.SZ,300278.SZ,000038.SZ
300032.SZ,600715.SH,600666.SH,600959.SH,600666.SH
300033.SZ,600975.SH,603000.SH,002124.SZ,600776.SH
300034.SZ,002323.SZ,002323.SZ,600680.SH,600680.SH
300035.SZ,300466.SZ,002619.SZ,002606.SZ,002606.SZ
300036.SZ,300348.SZ,600810.SH,000528.SZ,600596.SH
300037.SZ,600666.SH,600666.SH,002606.SZ,603636.SH
300038.SZ,600074.SH,600074.SH,600074.SH,002606.SZ
300039.SZ,002143.SZ,002143.SZ,002143.SZ,002143.SZ
300040.SZ,000812.SZ,000812.SZ,000812.SZ,600193.SH
300041.SZ,300208.SZ,600727.SH,600727.SH,002263.SZ
300042.SZ,600086.SH,002739.SZ,002739.SZ,002739.SZ
300043.SZ,000156.SZ,600610.SH,600610.SH,600610.SH
300044.SZ,600076.SH,002219.SZ,600539.SH,600539.SH
300045.SZ,002263.SZ,002263.SZ,002312.SZ,000812.SZ
300046.SZ,002263.SZ,002263.SZ,002263.SZ,300238.SZ
300047.SZ,300047.SZ,300047.SZ,300047.SZ,300047.SZ
300048.SZ,002676.SZ,002619.SZ,002619.SZ,002606.SZ
300049.SZ,300089.SZ,000038.SZ,000038.SZ,000038.SZ
300050.SZ,600870.SH,600870.SH,600870.SH,002739.SZ
300051.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300052.SZ,000428.SZ,000428.SZ,000428.SZ,000428.SZ
300053.SZ,600525.SH,600167.SH,600167.SH,600167.SH
300054.SZ,600666.SH,600666.SH,600666.SH,002580.SZ
300055.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300056.SZ,300466.SZ,300466.SZ,002606.SZ,002606.SZ
300057.SZ,002344.SZ,600401.SH,600401.SH,600401.SH
300058.SZ,300173.SZ,300173.SZ,300173.SZ,000971.SZ
300059.SZ,601519.SH,000862.SZ,601177.SH,601177.SH
300061.SZ,600870.SH,600870.SH,300004.SZ,600666.SH
300062.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300063.SZ,603021.SH,002606.SZ,002606.SZ,002606.SZ
300064.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300065.SZ,300065.SZ,300065.SZ,300065.SZ,300065.SZ
300066.SZ,600610.SH,600610.SH,600610.SH,600053.SH
300067.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
300068.SZ,300391.SZ,300391.SZ,002037.SZ,002037.SZ
300069.SZ,002604.SZ,002604.SZ,002604.SZ,002604.SZ
300070.SZ,600086.SH,600086.SH,002739.SZ,002739.SZ
300071.SZ,000971.SZ,000971.SZ,000971.SZ,000971.SZ
300072.SZ,603667.SH,603667.SH,600084.SH,600084.SH
300073.SZ,002787.SZ,002787.SZ,002787.SZ,002787.SZ
300074.SZ,002252.SZ,002252.SZ,002122.SZ,002122.SZ
300075.SZ,603969.SH,000615.SZ,300428.SZ,600226.SH
300076.SZ,300076.SZ,300076.SZ,300076.SZ,300076.SZ
300077.SZ,002739.SZ,002739.SZ,002739.SZ,300032.SZ
300078.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300079.SZ,002750.SZ,000862.SZ,000862.SZ,600680.SH
600398.SH,002293.SZ,000673.SZ,000673.SZ,000673.SZ
600399.SH,600157.SH,600157.SH,600157.SH,300336.SZ
600400.SH,600400.SH,600400.SH,600400.SH,600400.SH
600401.SH,600666.SH,000038.SZ,300163.SZ,002175.SZ
600403.SH,002610.SZ,600103.SH,002175.SZ,002125.SZ
600405.SH,600272.SH,000812.SZ,000812.SZ,000812.SZ
600406.SH,600406.SH,600406.SH,600406.SH,600406.SH
600408.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600409.SH,000540.SZ,002252.SZ,002252.SZ,002252.SZ
600410.SH,002547.SZ,002547.SZ,002547.SZ,002547.SZ
600415.SH,002004.SZ,002004.SZ,002004.SZ,600157.SH
600416.SH,600666.SH,600666.SH,600666.SH,000812.SZ
600418.SH,603117.SH,002489.SZ,600959.SH,600959.SH
600419.SH,300090.SZ,002739.SZ,600666.SH,600666.SH
600420.SH,002787.SZ,600666.SH,600666.SH,600666.SH
600421.SH,600421.SH,600421.SH,600421.SH,600421.SH
600422.SH,002177.SZ,002736.SZ,002736.SZ,002736.SZ
600423.SH,600385.SH,002076.SZ,002175.SZ,002175.SZ
600425.SH,300395.SZ,600680.SH,600680.SH,600680.SH
600426.SH,603883.SH,603883.SH,603883.SH,002049.SZ
600428.SH,002636.SZ,002636.SZ,002636.SZ,000707.SZ
600429.SH,600353.SH,600610.SH,600573.SH,600573.SH
600433.SH,600818.SH,000564.SZ,002076.SZ,002076.SZ
600435.SH,000099.SZ,600157.SH,600193.SH,600193.SH
600436.SH,300347.SZ,300347.SZ,300347.SZ,300347.SZ
600438.SH,002714.SZ,002714.SZ,002439.SZ,000001.SZ
600439.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600444.SH,002574.SZ,600610.SH,600610.SH,600610.SH
600446.SH,002189.SZ,000862.SZ,601177.SH,600680.SH
600448.SH,600680.SH,600680.SH,600680.SH,600680.SH
600449.SH,300198.SZ,300198.SZ,300278.SZ,300278.SZ
600452.SH,600750.SH,600750.SH,600750.SH,600750.SH
600455.SH,601798.SH,600610.SH,600610.SH,600610.SH
600456.SH,600556.SH,600556.SH,600556.SH,600556.SH
600458.SH,600819.SH,000156.SZ,000156.SZ,000156.SZ
600459.SH,002145.SZ,600064.SH,600064.SH,000783.SZ
600460.SH,601100.SH,601100.SH,601100.SH,601933.SH
600461.SH,002059.SZ,000564.SZ,600870.SH,600257.SH
600462.SH,600401.SH,600401.SH,600401.SH,600401.SH
600463.SH,300407.SZ,600135.SH,000897.SZ,000897.SZ
600466.SH,002398.SZ,002398.SZ,000540.SZ,300241.SZ
600467.SH,000861.SZ,002786.SZ,002786.SZ,002786.SZ
600468.SH,002739.SZ,002739.SZ,002739.SZ,600680.SH
600469.SH,600662.SH,600662.SH,601968.SH,601968.SH
600470.SH,002263.SZ,000812.SZ,000812.SZ,600610.SH
600475.SH,600780.SH,600666.SH,600666.SH,600666.SH
600476.SH,002357.SZ,002357.SZ,600769.SH,600769.SH
600477.SH,002431.SZ,002431.SZ,300156.SZ,300156.SZ
600478.SH,600157.SH,600157.SH,600157.SH,600157.SH
600479.SH,002437.SZ,000156.SZ,000812.SZ,000812.SZ
600480.SH,600480.SH,600480.SH,600480.SH,600480.SH
600481.SH,600370.SH,600370.SH,603315.SH,300491.SZ
600482.SH,002070.SZ,002070.SZ,002070.SZ,600680.SH
600483.SH,002739.SZ,002739.SZ,002070.SZ,002070.SZ
600485.SH,600485.SH,600485.SH,600485.SH,600485.SH
600486.SH,002422.SZ,600460.SH,600460.SH,600460.SH
600487.SH,600703.SH,600703.SH,600703.SH,002285.SZ
600488.SH,002070.SZ,002070.SZ,000812.SZ,000812.SZ
600489.SH,002155.SZ,600311.SH,600610.SH,600610.SH
600490.SH,300083.SZ,600525.SH,300083.SZ,300083.SZ
600491.SH,300071.SZ,300071.SZ,300278.SZ,300278.SZ
600493.SH,000428.SZ,000428.SZ,002606.SZ,002606.SZ
600495.SH,600820.SH,000812.SZ,000812.SZ,000812.SZ
600496.SH,002392.SZ,600959.SH,600959.SH,600959.SH
600497.SH,002122.SZ,002122.SZ,002122.SZ,002426.SZ
600498.SH,000688.SZ,000688.SZ,000688.SZ,000688.SZ
600499.SH,000540.SZ,002739.SZ,002739.SZ,002365.SZ
600500.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600501.SH,600343.SH,600343.SH,000812.SZ,000812.SZ
600502.SH,000901.SZ,000812.SZ,000812.SZ,000812.SZ
600503.SH,000838.SZ,300278.SZ,300278.SZ,300278.SZ
600505.SH,000686.SZ,000686.SZ,600369.SH,600369.SH
600506.SH,300163.SZ,000812.SZ,600834.SH,600834.SH
600507.SH,600516.SH,600516.SH,600516.SH,601006.SH
600508.SH,600291.SH,600291.SH,600291.SH,600291.SH
600509.SH,600035.SH,600035.SH,601208.SH,601208.SH
600510.SH,002394.SZ,002070.SZ,002786.SZ,002786.SZ
600511.SH,000820.SZ,000820.SZ,002739.SZ,300156.SZ
600512.SH,300129.SZ,300129.SZ,300129.SZ,600035.SH
600513.SH,300440.SZ,002487.SZ,300440.SZ,002606.SZ
600515.SH,600525.SH,600525.SH,600525.SH,002622.SZ
600516.SH,600282.SH,601360.SH,601360.SH,601360.SH
600517.SH,000720.SZ,000720.SZ,600831.SH,002266.SZ
600518.SH,600086.SH,600086.SH,600086.SH,002450.SZ
600519.SH,000858.SZ,000858.SZ,002311.SZ,002311.SZ
600520.SH,600084.SH,600084.SH,600084.SH,600084.SH
600521.SH,000673.SZ,000938.SZ,000938.SZ,600515.SH
600522.SH,601222.SH,601222.SH,002451.SZ,002451.SZ
600523.SH,600610.SH,600610.SH,600610.SH,600610.SH
600525.SH,600515.SH,600515.SH,002739.SZ,002739.SZ
600526.SH,600959.SH,600666.SH,600666.SH,600666.SH
600527.SH,002018.SZ,002018.SZ,002018.SZ,300071.SZ
600528.SH,601179.SH,601179.SH,000719.SZ,002070.SZ
600529.SH,002547.SZ,002547.SZ,002547.SZ,002373.SZ
600530.SH,002263.SZ,002505.SZ,002505.SZ,002505.SZ
600531.SH,600058.SH,600058.SH,600067.SH,600512.SH
600532.SH,000506.SZ,000901.SZ,600157.SH,600157.SH
600533.SH,300201.SZ,300201.SZ,300201.SZ,600633.SH
600535.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600536.SH,002299.SZ,002299.SZ,002299.SZ,002299.SZ
600537.SH,600537.SH,600537.SH,600537.SH,600537.SH
600538.SH,002702.SZ,002801.SZ,002606.SZ,002606.SZ
600539.SH,000793.SZ,300038.SZ,300038.SZ,300038.SZ
600540.SH,603028.SH,603028.SH,600680.SH,600680.SH
600543.SH,603001.SH,000564.SZ,000564.SZ,000564.SZ
600545.SH,000407.SZ,600666.SH,600666.SH,002684.SZ
600546.SH,002237.SZ,000157.SZ,000157.SZ,000157.SZ
600547.SH,600680.SH,603012.SH,603012.SH,603012.SH
600548.SH,600556.SH,600895.SH,601688.SH,300001.SZ
600549.SH,000933.SZ,600133.SH,002622.SZ,002622.SZ
600550.SH,002342.SZ,002342.SZ,002342.SZ,000820.SZ
600551.SH,600551.SH,600551.SH,600551.SH,600551.SH
600552.SH,600552.SH,600552.SH,600552.SH,600552.SH
600555.SH,300090.SZ,300090.SZ,300090.SZ,300032.SZ
600556.SH,300305.SZ,300305.SZ,300305.SZ,300305.SZ
600557.SH,600610.SH,600610.SH,600610.SH,600610.SH
600558.SH,600515.SH,600515.SH,600595.SH,600595.SH
600559.SH,000822.SZ,600515.SH,002431.SZ,300317.SZ
600560.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600561.SH,000428.SZ,000428.SZ,000428.SZ,000428.SZ
600562.SH,000564.SZ,000564.SZ,000812.SZ,000812.SZ
600563.SH,600884.SH,002466.SZ,002466.SZ,000507.SZ
600565.SH,000156.SZ,600356.SH,600356.SH,600356.SH
600566.SH,002044.SZ,002044.SZ,002044.SZ,002044.SZ
600567.SH,600230.SH,600230.SH,600230.SH,600971.SH
600568.SH,600666.SH,600666.SH,600666.SH,600666.SH
600569.SH,600282.SH,600282.SH,600282.SH,600282.SH
600570.SH,300226.SZ,trade_date,trade_date,trade_date
600571.SH,300211.SZ,601968.SH,002786.SZ,002786.SZ
600572.SH,300059.SZ,300059.SZ,300059.SZ,300059.SZ
600573.SH,002473.SZ,600680.SH,600680.SH,002606.SZ
600575.SH,002070.SZ,300111.SZ,600381.SH,600858.SH
600576.SH,600576.SH,600576.SH,600576.SH,600576.SH
600577.SH,600577.SH,600577.SH,600577.SH,600577.SH
600578.SH,600780.SH,600226.SH,600226.SH,600226.SH
600579.SH,600226.SH,000900.SZ,000939.SZ,000939.SZ
600580.SH,300236.SZ,002189.SZ,002189.SZ,600728.SH
600581.SH,002451.SZ,002451.SZ,002451.SZ,002451.SZ
600582.SH,002502.SZ,002160.SZ,002160.SZ,002175.SZ
600583.SH,600318.SH,600423.SH,600318.SH,600318.SH
600584.SH,002009.SZ,002009.SZ,002009.SZ,002009.SZ
600585.SH,603939.SH,603939.SH,600519.SH,600519.SH
600586.SH,000540.SZ,000540.SZ,002739.SZ,300278.SZ
600587.SH,600680.SH,600680.SH,600680.SH,600680.SH
600588.SH,300146.SZ,300146.SZ,300146.SZ,300146.SZ
600589.SH,300185.SZ,002070.SZ,002070.SZ,002070.SZ
600590.SH,002541.SZ,002541.SZ,000812.SZ,000812.SZ
600592.SH,002214.SZ,002214.SZ,002323.SZ,600680.SH
600593.SH,600975.SH,300498.SZ,300498.SZ,300498.SZ
600594.SH,603858.SH,000564.SZ,000564.SZ,000564.SZ
600595.SH,600255.SH,002739.SZ,002739.SZ,002739.SZ
600596.SH,002382.SZ,002382.SZ,002382.SZ,300003.SZ
600597.SH,000031.SZ,002496.SZ,002496.SZ,002321.SZ
600598.SH,002263.SZ,002263.SZ,002263.SZ,002263.SZ
600599.SH,002263.SZ,600628.SH,600628.SH,002270.SZ
600600.SH,600486.SH,002311.SZ,002311.SZ,300226.SZ
600601.SH,600118.SH,600369.SH,600369.SH,600369.SH
600602.SH,600446.SH,600446.SH,603000.SH,000859.SZ
600603.SH,600666.SH,600666.SH,002619.SZ,002619.SZ
600604.SH,600680.SH,600680.SH,600680.SH,600680.SH
600605.SH,600680.SH,600680.SH,600680.SH,002606.SZ
600606.SH,002453.SZ,000592.SZ,000592.SZ,000592.SZ
600608.SH,002638.SZ,002638.SZ,002638.SZ,002638.SZ
600609.SH,002263.SZ,000564.SZ,000564.SZ,000564.SZ
600610.SH,000156.SZ,000156.SZ,002037.SZ,002187.SZ
600611.SH,000156.SZ,000156.SZ,600610.SH,600680.SH
600612.SH,600556.SH,600556.SH,600556.SH,000401.SZ
600613.SH,600571.SH,600571.SH,002786.SZ,002786.SZ
600614.SH,603188.SH,300453.SZ,002521.SZ,600652.SH
600615.SH,000719.SZ,000719.SZ,000719.SZ,000719.SZ
600616.SH,002284.SZ,600628.SH,600628.SH,600628.SH
600617.SH,600666.SH,600666.SH,002694.SZ,002694.SZ
600618.SH,002122.SZ,002505.SZ,002505.SZ,002505.SZ
600619.SH,000526.SZ,002252.SZ,002252.SZ,002252.SZ
600620.SH,600063.SH,002326.SZ,000707.SZ,600157.SH
600621.SH,002189.SZ,002189.SZ,002189.SZ,600556.SH
600622.SH,601238.SH,600634.SH,600634.SH,600634.SH
600623.SH,000564.SZ,000564.SZ,000564.SZ,002739.SZ
600624.SH,002124.SZ,603000.SH,603000.SH,600218.SH
600626.SH,600626.SH,600626.SH,600626.SH,600626.SH
600628.SH,000901.SZ,000901.SZ,000901.SZ,600261.SH
600629.SH,300278.SZ,300278.SZ,300278.SZ,002739.SZ
600630.SH,600824.SH,000812.SZ,000812.SZ,000812.SZ
600633.SH,600306.SH,002739.SZ,002739.SZ,002739.SZ
600634.SH,300038.SZ,300038.SZ,300038.SZ,002143.SZ
600635.SH,600895.SH,002323.SZ,002323.SZ,002323.SZ
600636.SH,600636.SH,600636.SH,600636.SH,600636.SH
600637.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600638.SH,600227.SH,600227.SH,300071.SZ,300071.SZ
600639.SH,000783.SZ,000783.SZ,000783.SZ,000783.SZ
600640.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600641.SH,300198.SZ,601919.SH,601919.SH,601919.SH
600642.SH,000783.SZ,600837.SH,600837.SH,600837.SH
600643.SH,601208.SH,601179.SH,002070.SZ,002070.SZ
600644.SH,600505.SH,600356.SH,600356.SH,000156.SZ
600645.SH,600645.SH,600645.SH,600645.SH,600645.SH
600647.SH,300218.SZ,300218.SZ,600605.SH,600605.SH
600648.SH,600580.SH,002189.SZ,002189.SZ,002189.SZ
600649.SH,600649.SH,600649.SH,600649.SH,600649.SH
600650.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600651.SH,000008.SZ,600634.SH,002112.SZ,002112.SZ
300079.SZ,002750.SZ,000862.SZ,000862.SZ,600680.SH
300080.SZ,002070.SZ,002331.SZ,601928.SH,601928.SH
300081.SZ,000616.SZ,000616.SZ,000616.SZ,300290.SZ
300082.SZ,600192.SH,600369.SH,601928.SH,601928.SH
300083.SZ,601669.SH,601669.SH,300032.SZ,300032.SZ
300084.SZ,002070.SZ,000812.SZ,002606.SZ,002606.SZ
300085.SZ,600088.SH,000785.SZ,000785.SZ,002070.SZ
300086.SZ,002650.SZ,002435.SZ,000038.SZ,000038.SZ
300087.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300088.SZ,300088.SZ,300088.SZ,300088.SZ,300088.SZ
300089.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300090.SZ,002445.SZ,002445.SZ,002445.SZ,300032.SZ
300091.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300092.SZ,000900.SZ,000900.SZ,600680.SH,600680.SH
300093.SZ,000812.SZ,000812.SZ,000812.SZ,002606.SZ
300094.SZ,000038.SZ,000038.SZ,600084.SH,300431.SZ
300095.SZ,002103.SZ,002103.SZ,002619.SZ,002619.SZ
300096.SZ,600157.SH,600157.SH,000400.SZ,002070.SZ
300097.SZ,600666.SH,600666.SH,002143.SZ,002143.SZ
300098.SZ,300098.SZ,300098.SZ,300098.SZ,300098.SZ
300099.SZ,600163.SH,600356.SH,600356.SH,600356.SH
300100.SZ,300100.SZ,300100.SZ,300100.SZ,300100.SZ
300101.SZ,600084.SH,002263.SZ,000038.SZ,002098.SZ
300102.SZ,000540.SZ,002072.SZ,002072.SZ,002072.SZ
300103.SZ,002069.SZ,002069.SZ,002069.SZ,000812.SZ
300104.SZ,300104.SZ,300104.SZ,300104.SZ,300104.SZ
300105.SZ,600249.SH,000812.SZ,000812.SZ,000812.SZ
300106.SZ,603028.SH,603028.SH,600662.SH,600662.SH
300107.SZ,002382.SZ,603866.SH,603866.SH,603866.SH
300108.SZ,002309.SZ,002121.SZ,002121.SZ,002477.SZ
300109.SZ,000793.SZ,000564.SZ,002716.SZ,603556.SH
300110.SZ,002650.SZ,002344.SZ,002122.SZ,300278.SZ
300111.SZ,000061.SZ,000812.SZ,000812.SZ,000812.SZ
300112.SZ,002263.SZ,600610.SH,600610.SH,000812.SZ
300113.SZ,000900.SZ,000939.SZ,000939.SZ,000939.SZ
300114.SZ,600666.SH,600666.SH,300063.SZ,002702.SZ
300115.SZ,600110.SH,600110.SH,600959.SH,000816.SZ
300116.SZ,002143.SZ,300148.SZ,300148.SZ,300148.SZ
300117.SZ,603969.SH,000615.SZ,300428.SZ,600633.SH
300118.SZ,002070.SZ,002070.SZ,002498.SZ,002498.SZ
300119.SZ,002099.SZ,002639.SZ,600446.SH,600446.SH
300120.SZ,600227.SH,300071.SZ,002324.SZ,300071.SZ
300121.SZ,000981.SZ,000981.SZ,300510.SZ,300510.SZ
300122.SZ,300146.SZ,300146.SZ,002410.SZ,002410.SZ
300123.SZ,300123.SZ,300123.SZ,300123.SZ,300123.SZ
300124.SZ,002008.SZ,002078.SZ,002078.SZ,002078.SZ
300125.SZ,600221.SH,600221.SH,300038.SZ,300032.SZ
300126.SZ,300218.SZ,601968.SH,002786.SZ,002786.SZ
300127.SZ,002604.SZ,002604.SZ,002604.SZ,002604.SZ
300128.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300129.SZ,600035.SH,600157.SH,600157.SH,600157.SH
300130.SZ,002252.SZ,002252.SZ,002252.SZ,002252.SZ
300131.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300132.SZ,000860.SZ,600271.SH,600271.SH,600271.SH
300133.SZ,002252.SZ,002252.SZ,002147.SZ,002147.SZ
300134.SZ,300331.SZ,600316.SH,600505.SH,600863.SH
300135.SZ,002739.SZ,002739.SZ,002739.SZ,002619.SZ
300136.SZ,002384.SZ,002384.SZ,002384.SZ,600499.SH
300137.SZ,600008.SH,002431.SZ,002431.SZ,300044.SZ
300138.SZ,000506.SZ,000506.SZ,300291.SZ,000812.SZ
300139.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300140.SZ,002263.SZ,002263.SZ,000900.SZ,000900.SZ
300141.SZ,600666.SH,600666.SH,002606.SZ,002606.SZ
300142.SZ,600519.SH,603899.SH,603899.SH,002311.SZ
300143.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300144.SZ,603658.SH,603658.SH,601888.SH,601888.SH
300145.SZ,300291.SZ,600666.SH,600666.SH,002143.SZ
300146.SZ,300122.SZ,300122.SZ,300122.SZ,300122.SZ
300147.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300148.SZ,002619.SZ,002103.SZ,002807.SZ,002807.SZ
